name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Vibrio nigripulchritudo	28173	species	6322155	8	6	0.0
Chelatococcus	28209	genus	0	1	0	0.0
Alphaproteobacteria	28211	class	3721642	14	0	0.0
Betaproteobacteria	28216	class	5328760	11	0	0.0
Deltaproteobacteria	28221	class	4979291	12	0	0.0
Colwellia	28228	genus	5373180	1	0	0.0
Colwellia psychrerythraea	28229	species	5373180	1	0	0.0
Geobacter	28231	genus	4227210	2	0	0.0
Petrotoga	28236	genus	2169548	1	0	0.0
Ornithobacterium rhinotracheale	28251	species	2398521	3	0	0.0
Clavibacter michiganensis	28447	species	3302478	1	0	0.0
Burkholderia pseudomallei	28450	species	7728704	36	5	0.0
Leptospira alstonii	28452	species	4591888	16	8	0.0
Euryarchaeota	28890	phylum	2883543	2	0	0.0
Salmonella enterica	28901	species	6680536	25	10	0.0
Mycoplasma bovis	28903	species	972935	7	4	0.0
Kluyveromyces lactis	28985	species	10689156	98	47	0.0
Bacillus thuringiensis serovar galleriae	29338	leaf	6742233	5	1	0.0
Clostridium argentinense	29341	species	4803058	68	51	0.0
[Clostridium] cellulosi	29343	species	2229578	26	21	0.0
Cellulosilyticum lentocellum	29360	species	4714237	1	0	0.0
Staphylococcus cohnii	29382	species	2625703	22	16	0.0
Staphylococcus saprophyticus	29385	species	2577899	49	2	0.0
Staphylococcus capitis	29388	species	2503265	1	0	0.0
Lactobacillus delbrueckii subsp. lactis	29397	subspecies	4236117	10	0	0.0
Microlunatus phosphovorus	29405	species	5683123	1	0	0.0
Rhodoplanes	29407	genus	0	1	0	0.0
Synechococcus sp. WH 8103	29410	species	2429688	3	0	0.0
Acinetobacter haemolyticus	29430	species	3538838	5	3	0.0
Moraxella ovis	29433	species	2306095	9	0	0.0
Rhizobium etli	29449	species	6923371	3	0	0.0
Brucella suis	29461	species	6085890	3	0	0.0
Veillonella parvula	29466	species	2132142	12	7	0.0
Pectobacterium atrosepticum	29471	species	5064019	14	1	0.0
Yersinia aldovae	29483	species	4471090	1	0	0.0
Yersinia frederiksenii	29484	species	4550894	2	0	0.0
Yersinia rohdei	29485	species	4372253	17	11	0.0
Yersinia ruckeri	29486	species	7304941	14	5	0.0
Borreliella afzelii	29518	species	1151622	5	0	0.0
Borreliella garinii	29519	species	933029	19	4	0.0
Pelobacter acetylenicus	29542	species	3206049	9	6	0.0
Rhodothermus marinus	29549	species	3360429	1	0	0.0
Mycoplasma canadense	29554	species	693241	10	5	0.0
Mycoplasma canis	29555	species	897443	18	2	0.0
Mycoplasma gallinaceum	29556	species	845307	13	10	0.0
Propionibacteriaceae	31957	family	2829393	5	0	0.0
Amycolatopsis orientalis	31958	species	8982090	12	5	0.0
Clavibacter michiganensis subsp. sepedonicus	31964	subspecies	3403786	9	5	0.0
Mollicutes	31969	class	1032418	4	0	0.0
Rhodobacteraceae	31989	family	4417673	10	0	0.0
Achromobacter denitrificans	32002	species	6226215	9	2	0.0
Burkholderia	32008	genus	7695944	20	6	0.0
Campylobacter fetus subsp. venerealis	32020	subspecies	1930368	6	0	0.0
Campylobacter jejuni subsp. jejuni	32022	subspecies	25552916	14	0	0.0
Xanthomonadaceae	32033	family	9752554	5	0	0.0
Synechococcus sp. PCC 7002	32049	species	3409935	4	3	0.0
Synechococcus sp. WH 7803	32051	species	2366980	2	2	0.0
Cutibacterium avidum	33010	species	2526138	8	2	0.0
Clavibacter michiganensis subsp. insidiosus	33014	subspecies	3408062	7	2	0.0
Parvimonas micra	33033	species	1627009	19	13	0.0
Sphingopyxis macrogoltabida	33050	species	16800329	32	8	0.0
Thauera	33057	genus	0	1	0	0.0
Eremothecium gossypii	33169	species	9138233	6	0	0.0
Botrytis	33196	genus	42630066	3	0	0.0
Agromyces	33877	genus	0	1	0	0.0
Rathayibacter tritici	33888	species	3354681	8	4	0.0
Mycobacterium africanum	33894	species	4389314	2	0	0.0
Amycolatopsis mediterranei	33910	species	13655759	4	0	0.0
Geobacillus thermodenitrificans	33940	species	3608012	10	7	0.0
Geobacillus thermoleovorans	33941	species	3596620	5	2	0.0
Lactobacillus johnsonii	33959	species	1907846	11	5	0.0
Leuconostoc mesenteroides subsp. dextranicum	33966	subspecies	1854727	2	1	0.0
Leuconostoc mesenteroides subsp. mesenteroides	33967	subspecies	4110668	9	1	0.0
Rickettsia amblyommatis	33989	species	1480884	8	0	0.0
Rickettsia rhipicephali	33992	species	1305467	17	4	0.0
Paracoccus aminophilus	34003	species	4873118	2	0	0.0
Candidatus Liberibacter asiaticus	34021	species	1228806	2	0	0.0
Leptothrix cholodnii	34029	species	4909403	1	0	0.0
Moraxella osloensis	34062	species	2649137	4	3	0.0
Variovorax	34072	genus	6817856	2	0	0.0
Variovorax paradoxus	34073	species	6817856	1	0	0.0
Riemerella anatipestifer	34085	species	2563329	38	4	0.0
Mycobacterium indicus pranii	35617	species	5589007	1	0	0.0
Acholeplasma oculi	35623	species	1587120	12	6	0.0
Heliobacterium modesticaldum	35701	species	3075407	1	0	0.0
Citrobacter amalonaticus	35703	species	5875351	8	4	0.0
Thielavia terrestris	35720	species	36912256	5	0	0.0
Haloferax gibbonsii	35746	species	3918454	7	3	0.0
Corynebacterium kutscheri	35755	species	2354065	5	3	0.0
Rhodovulum sulfidophilum	35806	species	4347929	26	3	0.0
Bordetella holmesii	35814	species	3698615	11	0	0.0
Clostridium saccharoperbutylacetonicum	36745	species	6666445	85	16	0.0
Microbacterium aurum	36805	species	3424892	11	6	0.0
Mycobacterium abscessus	36809	species	7033472	9	6	0.0
Desulfitobacterium	36853	genus	4425788	1	0	0.0
Brucella canis	36855	species	3295140	1	0	0.0
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	36870	leaf	703004	9	5	0.0
Paraburkholderia xenovorans	36873	species	19434089	4	0	0.0
Nocardia farcinica	37329	species	6292344	12	7	0.0
Nocardia seriolae	37332	species	8304518	13	8	0.0
Helicobacter bilis	37372	species	2620399	15	10	0.0
Candidatus Phytoplasma mali	37692	species	601943	10	9	0.0
Rhodococcus opacus	37919	species	9001985	13	5	0.0
Sinomonas atrocyanea	37927	species	4492204	12	7	0.0
Methanosarcina siciliae	38027	species	5128854	1	0	0.0
Corynebacterium jeikeium	38289	species	2476822	1	0	0.0
Streptomyces pristinaespiralis	38300	species	8532592	10	7	0.0
Bartonella henselae	38323	species	1931047	22	1	0.0
Ureaplasma parvum serovar 3	38504	leaf	727289	10	7	0.0
[Eubacterium] eligens	39485	species	2831389	1	0	0.0
Mesorhizobium ciceri	39645	species	6785241	12	1	0.0
Dialister pneumosintes	39950	species	1274073	7	7	0.0
Erythrobacter litoralis	39960	species	3052398	7	1	0.0
Streptococcus equi subsp. zooepidemicus	40041	subspecies	2149868	6	0	0.0
Oligotropha carboxidovorans	40137	species	5740737	1	0	0.0
Acinetobacter junii	40215	species	3378307	13	6	0.0
Stenotrophomonas maltophilia	40324	species	4684682	49	5	0.0
Mycoplasma mycoides subsp. capri	40477	subspecies	1085764	13	0	0.0
Mycoplasma capricolum subsp. capripneumoniae	40480	subspecies	4067899	3	1	0.0
Leptotrichia buccalis	40542	species	2465610	1	0	0.0
Botrytis cinerea	40559	species	42630066	7	0	0.0
Xenorhabdus bovienii	40576	species	4225498	19	11	0.0
Mammalia	40674	class	0	13	0	0.0
Thioploca ingrica	40754	species	4810005	11	7	0.0
Brevundimonas	41275	genus	3445263	3	0	0.0
Rhodospirillaceae	41295	family	4587671	5	0	0.0
Sphingomonadaceae	41297	family	3745097	7	0	0.0
Cyanothece sp. PCC 8801	41431	species	4787694	8	3	0.0
Salmonella enterica subsp. arizonae serovar 62:z4,z23:-	41514	leaf	4600800	4	2	0.0
Burkholderia plantarii	41899	species	8081051	11	0	0.0
Chromohalobacter	42054	genus	3696649	1	0	0.0
Streptomyces sampsonii	42239	species	7070328	25	16	0.0
Nitrospira moscoviensis	42253	species	4589485	18	11	0.0
Rubrobacter radiotolerans	42256	species	3267233	8	8	0.0
Candida dubliniensis	42374	species	14618422	2	0	0.0
Marinovum algicola	42444	species	5252390	1	0	0.0
Sulfolobus islandicus	43080	species	2647110	4	2	0.0
Ictidomys tridecemlineatus	43179	species	2478393770	19121	12534	0.0
Pseudomonas alcaligenes	43263	species	4406305	12	5	0.0
Kutzneria albida	43357	species	9874926	1	0	0.0
Pseudoalteromonas luteoviolacea	43657	species	18666577	26	2	0.0
Pseudoalteromonas rubra	43658	species	5913780	6	3	0.0
Brachybacterium	43668	genus	3614992	1	0	0.0
Rothia mucilaginosa	43675	species	2264603	1	0	0.0
Metallosphaera sedula	43687	species	2191517	2	1	0.0
Cyanothece sp. ATCC 51142	43989	species	5460377	26	18	0.0
Caldicellulosiruptor	44000	genus	2744362	1	0	0.0
Paenibacillus	44249	genus	6539652	3	0	0.0
Paenibacillus durus	44251	species	5575484	16	12	0.0
Bradyrhizobium oligotrophicum	44255	species	8264165	1	0	0.0
Leptospira interrogans serovar Copenhageni	44275	leaf	4630574	15	0	0.0
Pasteurella multocida subsp. multocida	44283	subspecies	2463037	3	0	0.0
Mycobacterium avium subsp. avium	44454	subspecies	5011264	5	0	0.0
Nitrosomonas communis	44574	species	4067838	8	7	0.0
Nitrosomonas ureae	44577	species	3307820	8	4	0.0
Desulfovibrio fairfieldensis	44742	species	3699310	75	55	0.0
Capnocytophaga haemolytica	45243	species	2688484	13	10	0.0
Hyphomicrobiaceae	45401	family	3812969	2	0	0.0
Beijerinckiaceae	45404	family	4362023	1	0	0.0
Psychrobacter urativorans	45610	species	2931580	10	7	0.0
Vibrio scophthalmi	45658	species	9728927	9	6	0.0
Staphylococcus aureus subsp. aureus	46170	subspecies	75316859	15	5	0.0
Anabaena sp. 90	46234	species	5305675	17	8	0.0
Sphingobium chlorophenolicum	46429	species	4573221	1	0	0.0
Thermosipho melanesiensis	46541	species	1915238	11	0	0.0
Devosia	46913	genus	0	1	0	0.0
Leptolyngbya	47251	genus	0	1	0	0.0
Hydrogenophaga	47420	genus	0	2	0	0.0
Borrelia miyamotoi	47466	species	937966	9	0	0.0
Lactobacillus rhamnosus	47715	species	3576576	18	7	0.0
Streptomyces lydicus	47763	species	16444536	29	15	0.0
Micromonospora aurantiaca	47850	species	7025559	1	0	0.0
Pseudomonas azotoformans	47878	species	13440913	18	5	0.0
Pseudomonas corrugata	47879	species	6124363	13	10	0.0
Pseudomonas oryzihabitans	47885	species	4834356	6	3	0.0
Serratia fonticola	47917	species	12326310	17	8	0.0
Mycoplasma pullorum	48003	species	1007172	13	11	0.0
Microbulbifer	48073	genus	0	2	0	0.0
Acinetobacter pittii	48296	species	3862530	36	4	0.0
Verrucomicrobiales	48461	order	2664102	1	0	0.0
Xanthomonas fragariae	48664	species	8565300	17	0	0.0
Ralstonia	48736	genus	5975826	3	0	0.0
Novosphingobium aromaticivorans	48935	species	4233314	1	0	0.0
Sporisorium scitamineum	49012	species	20067589	85	53	0.0
Candidatus Arthromitus	49082	genus	1603201	1	0	0.0
Candidatus Arthromitus sp. SFB-mouse	49118	species	1603201	3	0	0.0
Rubrobacter xylanophilus	49319	species	3225748	1	0	0.0
Flavobacteriaceae	49546	family	3418156	4	0	0.0
Syntrophobotulus glycolicus	51197	species	3406739	1	0	0.0
Pediococcus damnosus	51663	species	11570178	45	2	0.0
Aerococcus urinaeequi	51665	species	4067667	13	7	0.0
Tetragenococcus halophilus	51669	species	2562720	12	3	0.0
Prevotella dentalis	52227	species	3350206	1	0	0.0
Lactobacillus gallinarum	52242	species	2374782	5	0	0.0
Actinomyces meyeri	52773	species	2049088	5	3	0.0
Pseudoalteromonas	53246	genus	4394956	1	0	0.0
Pantoea	53335	genus	4848853	2	0	0.0
Enterococcus durans	53345	species	6143683	32	1	0.0
Intrasporangium	53357	genus	4024382	1	0	0.0
Pseudomonas citronellolis	53408	species	14631203	31	4	0.0
Lactobacillus lindneri	53444	species	2842174	19	0	0.0
Janibacter	53457	genus	0	1	0	0.0
Pseudomonas amygdali pv. lachrymans	53707	leaf	6009235	10	7	0.0
Thermococcus peptonophilus	53952	species	1896106	1	1	0.0
Thermococcus chitonophagus	54262	species	1969648	3	3	0.0
Raoultella ornithinolytica	54291	species	5398151	40	10	0.0
Chroococcidiopsis thermalis	54299	species	6689401	1	0	0.0
Streptomyces venezuelae	54571	species	26469547	41	23	0.0
Salmonella bongori	54736	species	4542714	2	0	0.0
Vibrio anguillarum	55601	species	4084966	12	2	0.0
Thermococcus barophilus	55802	species	2064237	4	0	0.0
Oscillatoria acuminata PCC 6304	56110	leaf	7804270	17	15	0.0
Dehalobacter	56112	genus	2943336	1	0	0.0
Xanthomonas sacchari	56458	species	5006106	10	3	0.0
Xanthomonas vesicatoria	56460	species	5349905	5	0	0.0
Rhizobium gallicum	56730	species	7311190	10	3	0.0
Syntrophus aciditrophicus SB	56780	leaf	3179300	9	8	0.0
Thermus brockianus	56956	species	2388273	13	7	0.0
Kytococcus	57499	genus	2785024	1	0	0.0
Citrobacter braakii	57706	species	5244065	16	9	0.0
Acidobacteria	57723	phylum	5687922	1	0	0.0
Salmonella enterica subsp. enterica serovar Weltevreden	57743	leaf	20446954	108	0	0.0
Burkholderia thailandensis	57975	species	6739614	13	2	0.0
Colwellia sp. MT41	58049	species	4337945	14	7	0.0
Salmonella enterica subsp. diarizonae	59204	subspecies	14518198	12	0	0.0
Fibrobacter succinogenes subsp. succinogenes S85	59374	leaf	7685639	36	0	0.0
Desulfotomaculum reducens	59610	species	3608104	1	0	0.0
Candidatus Phytoplasma australiense	59748	species	959779	12	2	0.0
Paenibacillus peoriae	59893	species	6219815	12	0	0.0
Prochlorococcus marinus subsp. pastoris str. CCMP1986	59919	leaf	1657990	24	16	0.0
Prochlorococcus marinus str. NATL2A	59920	leaf	1842899	7	4	0.0
Prochlorococcus marinus str. MIT 9303	59922	leaf	2682675	4	4	0.0
Cyanobium gracile	59930	species	3342364	1	0	0.0
Shewanella sp. MR-4	60480	species	4706287	4	2	0.0
Shewanella sp. MR-7	60481	species	4799109	6	3	0.0
Lactobacillus paraplantarum	60520	species	3139729	9	5	0.0
Burkholderia pyrrocinia	60550	species	7961346	3	1	0.0
Burkholderia vietnamiensis	60552	species	7660783	13	2	0.0
Phaeobacter gallaeciensis	60890	species	4540155	4	2	0.0
Staphylococcus succinus	61015	species	2745675	25	12	0.0
Dehalococcoides mccartyi	61435	species	1412881	17	3	0.0
Paenibacillus mucilaginosus	61624	species	8740689	1	0	0.0
Acholeplasma brassicae	61635	species	1877792	10	5	0.0
Enterobacter asburiae	61645	species	4787018	12	3	0.0
Lelliottia amnigena	61646	species	4616371	3	2	0.0
Pluralibacter gergoviae	61647	species	5489680	22	8	0.0
Kluyvera intermedia	61648	species	6166452	6	4	0.0
Serratia rubidaea	61652	species	4922834	11	8	0.0
Haloterrigena turkmenica	62320	species	5440782	1	0	0.0
Azoarcus sp. BH72	62928	species	4376040	11	1	0.0
Acinetobacter sp. ADP1	62977	species	3598621	8	7	0.0
Zobellia galactanivorans	63186	species	5521712	23	15	0.0
Sporisorium	63265	genus	0	1	0	0.0
Sodalis glossinidius	63612	species	4292502	1	0	0.0
Nostoc punctiforme PCC 73102	63737	leaf	9059191	20	13	0.0
Halobacterium salinarum NRC-1	64091	leaf	2571010	2	0	0.0
Desulfurobacterium thermolithotrophum	64160	species	1541968	1	0	0.0
Xanthomonas oryzae pv. oryzae	64187	leaf	54420371	1	1	0.0
Borreliella	64895	genus	1162446	1	1	0.0
Corynebacterium ulcerans	65058	species	2534616	3	1	0.0
Halothece sp. PCC 7418	65093	species	4179170	9	6	0.0
Cyanothece sp. PCC 7424	65393	species	6554169	61	42	0.0
Wolbachia sp. wRi	66084	species	1445873	5	2	0.0
Lachnoclostridium phytofermentans	66219	species	4847594	1	0	0.0
Bacillus clausii KSM-K16	66692	leaf	4303871	12	8	0.0
Propionibacterium freudenreichii subsp. freudenreichii	66712	subspecies	2649166	2	1	0.0
Citrobacter rodentium	67825	species	5444283	1	0	0.0
Citrobacter werkmanii	67827	species	5142338	9	3	0.0
Streptomyces griseochromogenes	68214	species	10764674	17	7	0.0
Streptomyces pactum	68249	species	16731053	20	13	0.0
Mesorhizobium	68287	genus	7011064	2	0	0.0
Deferribacteres	68337	class	2627038	1	0	0.0
Streptomyces albulus	68570	species	9784577	16	1	0.0
Cupriavidus basilensis	68895	species	8421483	11	9	0.0
Thermales	68933	order	2498247	1	0	0.0
Thermococcus kodakarensis KOD1	69014	leaf	2088737	4	3	0.0
Phyllobacteriaceae	69277	family	7011064	1	0	0.0
Pseudomonas sp. VLB120	69328	species	5966222	6	2	0.0
Curtobacterium pusillum	69373	species	4541048	10	5	0.0
Caulobacter henricii	69395	species	3957288	8	4	0.0
Desulfuromonadales	69541	order	4166387	4	0	0.0
Staphylococcus condimenti	70255	species	5360562	46	2	0.0
Pyrococcus horikoshii OT3	70601	leaf	1738505	6	2	0.0
Pseudomonas plecoglossicida	70775	species	6233254	13	3	0.0
Haemophilus influenzae Rd KW20	71421	leaf	1830138	1	0	0.0
Kocuria palustris	71999	species	2854447	8	5	0.0
Pseudomonadales	72274	order	5756824	7	0	0.0
Alteromonadaceae	72275	family	4600089	1	0	0.0
Ectothiorhodospiraceae	72276	family	3152919	1	0	0.0
Klebsiella pneumoniae subsp. pneumoniae	72407	subspecies	76960750	9	4	0.0
Staphylococcus capitis subsp. capitis	72758	subspecies	2503265	17	7	0.0
Thermaerobacter	73918	genus	2844696	1	0	0.0
Prochlorococcus marinus str. MIT 9312	74546	leaf	1709204	15	9	0.0
Prochlorococcus marinus str. MIT 9313	74547	leaf	2410873	1	1	0.0
Frankiaceae	74712	family	7497934	1	0	0.0
Paraburkholderia caribensis	75105	species	9482704	32	9	0.0
Streptomyces autolyticus	75293	species	10184660	15	8	0.0
Thiomonas intermedia K12	75379	leaf	3462095	9	6	0.0
Oxalobacteraceae	75682	family	4572514	2	0	0.0
Castellaniella defragrans	75697	species	3952818	1	0	0.0
Rhodocyclaceae	75787	family	4209496	6	0	0.0
Thermocrinis ruber	75906	species	1521037	1	0	0.0
Mannheimia haemolytica	75985	species	2625450	25	5	0.0
Aromatoleum aromaticum EbN1	76114	leaf	4727255	11	7	0.0
Prevotella enoeca	76123	species	2861432	108	84	0.0
Roseateles depolymerans	76731	species	5681722	14	11	0.0
Pseudomonas monteilii	76759	species	5972603	12	4	0.0
Pseudomonas veronii	76761	species	6852809	2	0	0.0
Malassezia sympodialis	76777	species	7786082	50	0	0.0
Myroides	76831	genus	0	1	0	0.0
Myroides odoratimimus	76832	species	4457748	27	7	0.0
Solibacillus silvestris	76853	species	3984229	22	14	0.0
Fusobacterium nucleatum subsp. nucleatum	76856	subspecies	2290405	24	6	0.0
Fusobacterium nucleatum subsp. polymorphum	76857	subspecies	5077430	71	27	0.0
Fusobacterium nucleatum subsp. animalis	76859	subspecies	4860157	51	13	0.0
Streptococcus constellatus	76860	species	1954077	1	0	0.0
Pseudomonas putida GB-1	76869	leaf	6078430	4	0	0.0
Caulobacteraceae	76892	family	4141461	4	0	0.0
Helicobacter typhlonius	76936	species	1920832	8	5	0.0
Xanthobacter autotrophicus Py2	78245	leaf	5625098	18	10	0.0
Pectobacterium carotovorum subsp. odoriferum	78398	subspecies	4933575	2	0	0.0
Thermothelomyces thermophila	78579	species	38744216	1	0	0.0
Desulfosporosinus meridiei	79209	species	4873567	1	0	0.0
Denitrobacterium detoxificans	79604	species	2446250	32	25	0.0
Bacillus clausii	79880	species	4303871	8	6	0.0
Bacillus gibsonii	79881	species	4100094	6	0	0.0
Methanothermobacter marburgensis str. Marburg	79929	leaf	1639135	4	2	0.0
Burkholderiales	80840	order	6445975	29	0	0.0
Herbaspirillum rubrisubalbicans	80842	species	5611261	1	0	0.0
Aliivibrio wodanis	80852	species	4635126	10	3	0.0
Moritella viscosa	80854	species	5093989	16	10	0.0
Comamonadaceae	80864	family	5402391	8	0	0.0
Delftia	80865	genus	6767514	3	0	0.0
Delftia acidovorans	80866	species	6767514	20	0	0.0
Acidovorax avenae	80867	species	5482170	1	0	0.0
Hyphomonas neptunium	81032	species	3705021	1	0	0.0
Rhodoferax antarcticus	81479	species	4055436	10	8	0.0
Rhizobiaceae	82115	family	5762634	5	0	0.0
Cupriavidus gilardii	82541	species	5578743	1	0	0.0
Pseudanabaena sp. PCC 7367	82654	species	4885680	24	14	0.0
Obesumbacterium	82982	genus	0	2	0	0.0
Obesumbacterium proteus	82983	species	5011796	7	3	0.0
Pragia fontium	82985	species	4094629	9	8	0.0
Serratia plymuthica	82996	species	5447150	16	3	0.0
Mycobacterium immunogenum	83262	species	11178626	21	0	0.0
Aminobacter aminovorans	83263	species	6890726	13	9	0.0
Mycobacterium tuberculosis H37Rv	83332	leaf	13219360	1	1	0.0
Escherichia coli O157:H7	83334	leaf	72554262	2	0	0.0
gamma proteobacterium HdN1	83406	species	4587455	7	7	0.0
Myxococcus stipitatus	83455	species	10350586	1	0	0.0
Chlamydia psittaci	83554	species	1247799	5	5	0.0
Chlamydia pneumoniae	83558	species	1233133	3	2	0.0
Chlamydia suis	83559	species	1083283	4	0	0.0
Chlamydia muridarum	83560	species	1074826	5	4	0.0
Stenotrophomonas nitritireducens	83617	species	4541729	7	4	0.0
Leclercia adecarboxylata	83655	species	4803917	4	3	0.0
Nocardiopsaceae	83676	family	5344590	1	0	0.0
Thermobifida	83677	genus	3642249	1	0	0.0
Lactobacillus delbrueckii subsp. delbrueckii	83684	subspecies	1910506	2	1	0.0
Kineosporiaceae	83778	family	4956672	1	0	0.0
Methanoculleus bourgensis	83986	species	2789774	1	0	0.0
Clostridium aceticum	84022	species	4207037	30	19	0.0
Clostridium autoethanogenum	84023	species	8704651	3	0	0.0
Magnetospirillum magneticum	84159	species	4967148	1	0	0.0
Microbacterium chocolatum	84292	species	3168630	5	4	0.0
Lysobacter antibioticus	84531	species	11681564	31	13	0.0
Sodalis	84565	genus	4402821	1	0	0.0
Synechococcus sp. WH 8102	84588	species	2434428	4	1	0.0
Rubrobacteraceae	84997	family	3225748	1	0	0.0
Coriobacteriales	84999	order	1903794	1	0	0.0
Bifidobacteriales	85004	order	2290088	1	0	0.0
Micrococcales	85006	order	3367176	6	0	0.0
Corynebacteriales	85007	order	4657277	8	0	0.0
Micromonosporales	85008	order	7146176	1	0	0.0
